feature_pair,covariance
num_of_char_num_any_words,257847.03463216487
num_of_char_num_long_words,49895.48732202626
num_of_char_num_short_words,209055.82080231153
num_of_char_num_sentences,19658.717767967835
num_of_char_num_diff_word_stop,73404.05039415664
num_of_char_num_diff_word_nstop,63707.20708568021
num_of_char_avg_sentence_length,1219.2517699768673
num_of_char_avg_word_length,15.545509692425464
num_of_char_num_syllables,157592.51773598033
num_of_char_most_freq_word_length,136.58983710690765
num_of_char_most_freq_sentence_length,930.9321611369008
num_of_char_flesch_reading_ease,234.36478131659533
num_of_char_flesch_kincaid_grade_level,234.36478131659533
num_of_char_automated_readability_index,682.8452356397571
num_of_char_LIX_readability,-12.00737096880049
num_of_char_dale_chall_readability,100.23205704874199
num_of_char_SMOG_readability,1174.912751380049
num_of_char_type_token_ratio,-51.6301372612247
num_of_char_hapax_legomena,40091.235689364
num_of_char_num_diff_pos,711.0551599030973
num_of_char_num_pos_coord_conj,151.99751792599872
num_of_char_num_pos_num,1001.5684597103502
num_of_char_num_pos_det,379.1434142357957
num_of_char_num_pos_sub_conj,1315.3065966294419
num_of_char_num_pos_adj,14237.163101192024
num_of_char_num_pos_aux,8623.264363564995
num_of_char_num_pos_noun,32559.969180859694
num_of_char_num_pos_adv,11892.18638008739
num_of_char_num_pos_verb,31915.003865296032
num_any_words_num_long_words,11848.22927690116
num_any_words_num_short_words,52204.581136369095
num_any_words_num_sentences,4761.819676337551
num_any_words_num_diff_word_stop,17667.128974153882
num_any_words_num_diff_word_nstop,15287.93093341434
num_any_words_avg_sentence_length,504.12258982700206
num_any_words_avg_word_length,-1.407980807493458
num_any_words_num_syllables,38097.434526175355
num_any_words_most_freq_word_length,34.537748400541645
num_any_words_most_freq_sentence_length,821.4710549077506
num_any_words_flesch_reading_ease,80.14895860573742
num_any_words_flesch_kincaid_grade_level,80.14895860573742
num_any_words_automated_readability_index,245.4297053102068
num_any_words_LIX_readability,-73.96335362789816
num_any_words_dale_chall_readability,28.706950800096763
num_any_words_SMOG_readability,275.9632881816715
num_any_words_type_token_ratio,-13.459851476937175
num_any_words_hapax_legomena,9457.11536088205
num_any_words_num_diff_pos,172.39632656335317
num_any_words_num_pos_coord_conj,37.54032367559983
num_any_words_num_pos_num,241.49560574276316
num_any_words_num_pos_det,90.87721886731289
num_any_words_num_pos_sub_conj,324.0510993286566
num_any_words_num_pos_adj,3435.8232140326927
num_any_words_num_pos_aux,2148.8097398227574
num_any_words_num_pos_noun,7839.034874290349
num_any_words_num_pos_adv,2933.772495233925
num_any_words_num_pos_verb,7887.820328416199
num_long_words_num_short_words,9315.282499307157
num_long_words_num_sentences,850.3072720494469
num_long_words_num_diff_word_stop,3562.4534152516376
num_long_words_num_diff_word_nstop,3110.608348447685
num_long_words_avg_sentence_length,65.3707878325168
num_long_words_avg_word_length,2.608179682371777
num_long_words_num_syllables,7644.430130438742
num_long_words_most_freq_word_length,3.4789470811960377
num_long_words_most_freq_sentence_length,221.91202954424185
num_long_words_flesch_reading_ease,-75.3088065491725
num_long_words_flesch_kincaid_grade_level,-75.3088065491725
num_long_words_automated_readability_index,44.96992022022948
num_long_words_LIX_readability,40.81758257060302
num_long_words_dale_chall_readability,7.467016492337417
num_long_words_SMOG_readability,61.999876789298504
num_long_words_type_token_ratio,-2.1517417551930604
num_long_words_hapax_legomena,2032.903057257667
num_long_words_num_diff_pos,33.184093127416524
num_long_words_num_pos_coord_conj,6.864273125450596
num_long_words_num_pos_num,48.81489316726122
num_long_words_num_pos_det,17.887010895811738
num_long_words_num_pos_sub_conj,62.23145192124036
num_long_words_num_pos_adj,689.4211037437893
num_long_words_num_pos_aux,365.9041981898284
num_long_words_num_pos_noun,1596.5243309002437
num_long_words_num_pos_adv,557.4038600688866
num_long_words_num_pos_verb,1458.5063897789837
num_short_words_num_sentences,3944.23899528932
num_short_words_num_diff_word_stop,14188.685602754413
num_short_words_num_diff_word_nstop,12251.604018954496
num_short_words_avg_sentence_length,430.81722860847657
num_short_words_avg_word_length,-3.9574149988084595
num_short_words_num_syllables,30615.483891832853
num_short_words_most_freq_word_length,31.19827859127342
num_short_words_most_freq_sentence_length,561.5453050830583
num_short_words_flesch_reading_ease,163.67245733616252
num_short_words_flesch_kincaid_grade_level,163.67245733616252
num_short_words_automated_readability_index,196.7691896598505
num_short_words_LIX_readability,-114.95524921920135
num_short_words_dale_chall_readability,21.123863584935858
num_short_words_SMOG_readability,214.95848139122626
num_short_words_type_token_ratio,-11.34741492590147
num_short_words_hapax_legomena,7472.439658479769
num_short_words_num_diff_pos,140.06853976134616
num_short_words_num_pos_coord_conj,30.816114643546236
num_short_words_num_pos_num,193.02332804372128
num_short_words_num_pos_det,73.35025680425247
num_short_words_num_pos_sub_conj,263.0854093170154
num_short_words_num_pos_adj,2760.630290310607
num_short_words_num_pos_aux,1792.4273605427823
num_short_words_num_pos_noun,6283.337388483374
num_short_words_num_pos_adv,2387.1133808116288
num_short_words_num_pos_verb,6461.452507404307
num_sentences_num_diff_word_stop,1361.9309025116947
num_sentences_num_diff_word_nstop,1196.8880209848674
num_sentences_avg_sentence_length,-473.33004275385866
num_sentences_avg_word_length,0.519617924770964
num_sentences_num_syllables,2922.6104082403535
num_sentences_most_freq_word_length,4.571157445350813
num_sentences_most_freq_sentence_length,-2357.5234728587675
num_sentences_flesch_reading_ease,282.2530625007642
num_sentences_flesch_kincaid_grade_level,282.2530625007642
num_sentences_automated_readability_index,-234.21762095125803
num_sentences_LIX_readability,-9.3742434083423
num_sentences_dale_chall_readability,-20.95848296933182
num_sentences_SMOG_readability,19.246977936777967
num_sentences_type_token_ratio,-0.914729781044593
num_sentences_hapax_legomena,732.8768314336428
num_sentences_num_diff_pos,14.478108436059967
num_sentences_num_pos_coord_conj,2.6786118532676757
num_sentences_num_pos_num,17.92277117151592
num_sentences_num_pos_det,6.6114291782099555
num_sentences_num_pos_sub_conj,19.998908873693996
num_sentences_num_pos_adj,270.74641718371066
num_sentences_num_pos_aux,184.98162328297187
num_sentences_num_pos_noun,596.5316301703164
num_sentences_num_pos_adv,214.61125510427829
num_sentences_num_pos_verb,610.8034077396655
num_diff_word_stop_num_diff_word_nstop,5007.966133168695
num_diff_word_stop_avg_sentence_length,126.91633750352936
num_diff_word_stop_avg_word_length,2.385993227658054
num_diff_word_stop_num_syllables,11093.372137683768
num_diff_word_stop_most_freq_word_length,10.113608965185543
num_diff_word_stop_most_freq_sentence_length,635.613271666123
num_diff_word_stop_flesch_reading_ease,13.202793374160873
num_diff_word_stop_flesch_kincaid_grade_level,13.202793374160873
num_diff_word_stop_automated_readability_index,74.69619685403411
num_diff_word_stop_LIX_readability,15.18855105233172
num_diff_word_stop_dale_chall_readability,13.105804014516442
num_diff_word_stop_SMOG_readability,83.45632437381131
num_diff_word_stop_type_token_ratio,-2.9397888961976175
num_diff_word_stop_hapax_legomena,3427.696474074161
num_diff_word_stop_num_diff_pos,56.6881936451673
num_diff_word_stop_num_pos_coord_conj,11.022766371743678
num_diff_word_stop_num_pos_num,73.06516874322568
num_diff_word_stop_num_pos_det,26.08183397982321
num_diff_word_stop_num_pos_sub_conj,92.11527573540893
num_diff_word_stop_num_pos_adj,1022.8932670373013
num_diff_word_stop_num_pos_aux,568.8090783746919
num_diff_word_stop_num_pos_noun,2408.4943227899425
num_diff_word_stop_num_pos_adv,793.4928386411912
num_diff_word_stop_num_pos_verb,2182.1624507571314
num_diff_word_nstop_avg_sentence_length,120.63070502197141
num_diff_word_nstop_avg_word_length,2.3483746673023647
num_diff_word_nstop_num_syllables,9675.923825806398
num_diff_word_nstop_most_freq_word_length,8.416949968291915
num_diff_word_nstop_most_freq_sentence_length,644.9907829579155
num_diff_word_nstop_flesch_reading_ease,5.71043307450094
num_diff_word_nstop_flesch_kincaid_grade_level,5.71043307450094
num_diff_word_nstop_automated_readability_index,71.37619719397985
num_diff_word_nstop_LIX_readability,17.571787165988304
num_diff_word_nstop_dale_chall_readability,13.127635632212552
num_diff_word_nstop_SMOG_readability,72.33499769717818
num_diff_word_nstop_type_token_ratio,-2.4347211060377982
num_diff_word_nstop_hapax_legomena,3015.4807364757376
num_diff_word_nstop_num_diff_pos,48.627337793176494
num_diff_word_nstop_num_pos_coord_conj,9.51820445122988
num_diff_word_nstop_num_pos_num,63.15986348264243
num_diff_word_nstop_num_pos_det,22.411918097475482
num_diff_word_nstop_num_pos_sub_conj,79.96118200637711
num_diff_word_nstop_num_pos_adj,896.1839394360792
num_diff_word_nstop_num_pos_aux,492.6663494214465
num_diff_word_nstop_num_pos_noun,2115.021897810219
num_diff_word_nstop_num_pos_adv,681.8153534193938
num_diff_word_nstop_num_pos_verb,1894.0249234748642
avg_sentence_length_avg_word_length,-1.2268165104077529
avg_sentence_length_num_syllables,204.31847308130256
avg_sentence_length_most_freq_word_length,0.3409140332221811
avg_sentence_length_most_freq_sentence_length,16248.519429631175
avg_sentence_length_flesch_reading_ease,-1558.6479425845532
avg_sentence_length_flesch_kincaid_grade_level,-1558.6479425845532
avg_sentence_length_automated_readability_index,1661.7110157865964
avg_sentence_length_LIX_readability,-5.5223681606610935
avg_sentence_length_dale_chall_readability,165.5290916076245
avg_sentence_length_SMOG_readability,-0.6079731352761799
avg_sentence_length_type_token_ratio,-0.13716756224112656
avg_sentence_length_hapax_legomena,84.00077277976237
avg_sentence_length_num_diff_pos,1.4561342014961756
avg_sentence_length_num_pos_coord_conj,0.17486039024942923
avg_sentence_length_num_pos_num,-5.396059534561424
avg_sentence_length_num_pos_det,-0.5235475022521383
avg_sentence_length_num_pos_sub_conj,3.9901746343235516
avg_sentence_length_num_pos_adj,32.995605082550064
avg_sentence_length_num_pos_aux,12.309662410975937
avg_sentence_length_num_pos_noun,91.51115343618693
avg_sentence_length_num_pos_adv,-5.191438122342606
avg_sentence_length_num_pos_verb,67.6583789290179
avg_word_length_num_syllables,4.382994079904826
avg_word_length_most_freq_word_length,-0.005493135528374222
avg_word_length_most_freq_sentence_length,-3.6816889375108888
avg_word_length_flesch_reading_ease,-0.23376998662320211
avg_word_length_flesch_kincaid_grade_level,-0.23376998662320211
avg_word_length_automated_readability_index,-0.44298665732939774
avg_word_length_LIX_readability,0.49005858087452026
avg_word_length_dale_chall_readability,-0.017909062844588205
avg_word_length_SMOG_readability,0.08707577764038212
avg_word_length_type_token_ratio,0.0048517133857347945
avg_word_length_hapax_legomena,2.4556060834610407
avg_word_length_num_diff_pos,0.018741566381911434
avg_word_length_num_pos_coord_conj,0.0007456774281617025
avg_word_length_num_pos_num,0.027668738592598843
avg_word_length_num_pos_det,0.014832220388999316
avg_word_length_num_pos_sub_conj,-0.0014058647174459871
avg_word_length_num_pos_adj,0.4378107596601369
avg_word_length_num_pos_aux,-0.13385728753655599
avg_word_length_num_pos_noun,1.0698841295426156
avg_word_length_num_pos_adv,-0.0065616877185155605
avg_word_length_num_pos_verb,-0.12339881200848163
num_syllables_most_freq_word_length,19.63791882533137
num_syllables_most_freq_sentence_length,499.7406342800399
num_syllables_flesch_reading_ease,-171.86465887100968
num_syllables_flesch_kincaid_grade_level,-171.86465887100968
num_syllables_automated_readability_index,122.803138657003
num_syllables_LIX_readability,37.660977745949545
num_syllables_dale_chall_readability,17.960478158930382
num_syllables_SMOG_readability,189.59710315511623
num_syllables_type_token_ratio,-7.341886093331503
num_syllables_hapax_legomena,6134.633083383552
num_syllables_num_diff_pos,107.13227070978441
num_syllables_num_pos_coord_conj,23.079943822939693
num_syllables_num_pos_num,152.72966334857753
num_syllables_num_pos_det,57.60319789756826
num_syllables_num_pos_sub_conj,199.3885902181299
num_syllables_num_pos_adj,2183.0142196540155
num_syllables_num_pos_aux,1257.1821357408464
num_syllables_num_pos_noun,4980.023114355231
num_syllables_num_pos_adv,1819.7409751953683
num_syllables_num_pos_verb,4717.788642851248
most_freq_word_length_most_freq_sentence_length,-0.4362202319604973
most_freq_word_length_flesch_reading_ease,1.4752642286445377
most_freq_word_length_flesch_kincaid_grade_level,1.4752642286445377
most_freq_word_length_automated_readability_index,0.14458434827244787
most_freq_word_length_LIX_readability,-0.5674810785249792
most_freq_word_length_dale_chall_readability,0.03309224226264195
most_freq_word_length_SMOG_readability,0.05787888564201399
most_freq_word_length_type_token_ratio,-0.007672405249581971
most_freq_word_length_hapax_legomena,4.462813928939043
most_freq_word_length_num_diff_pos,0.13776546274571286
most_freq_word_length_num_pos_coord_conj,0.03218822602719241
most_freq_word_length_num_pos_num,0.02135011018107301
most_freq_word_length_num_pos_det,0.02018863104906919
most_freq_word_length_num_pos_sub_conj,0.2035760933207223
most_freq_word_length_num_pos_adj,1.7985507646596057
most_freq_word_length_num_pos_aux,2.25937410312475
most_freq_word_length_num_pos_noun,3.1642335766423364
most_freq_word_length_num_pos_adv,1.8180855089287271
most_freq_word_length_num_pos_verb,5.149616626411042
most_freq_sentence_length_flesch_reading_ease,-7750.111375736139
most_freq_sentence_length_flesch_kincaid_grade_level,-7750.111375736139
most_freq_sentence_length_automated_readability_index,8106.918959919911
most_freq_sentence_length_LIX_readability,4.984173042222435
most_freq_sentence_length_dale_chall_readability,808.9835866458003
most_freq_sentence_length_SMOG_readability,-6.083539669133154
most_freq_sentence_length_type_token_ratio,0.18535269013741848
most_freq_sentence_length_hapax_legomena,612.2400134327874
most_freq_sentence_length_num_diff_pos,3.961953914953956
most_freq_sentence_length_num_pos_coord_conj,1.9004247798433263
most_freq_sentence_length_num_pos_num,-30.832376830776138
most_freq_sentence_length_num_pos_det,-3.187954971561357
most_freq_sentence_length_num_pos_sub_conj,7.1042822844680185
most_freq_sentence_length_num_pos_adj,116.8121878709756
most_freq_sentence_length_num_pos_aux,-2.7563865736563
most_freq_sentence_length_num_pos_noun,455.7802108678021
most_freq_sentence_length_num_pos_adv,-107.96668119748395
most_freq_sentence_length_num_pos_verb,152.7119086294314
flesch_reading_ease_flesch_kincaid_grade_level,828.6012999126582
flesch_reading_ease_automated_readability_index,-780.4250279292719
flesch_reading_ease_LIX_readability,-15.195669653921714
flesch_reading_ease_dale_chall_readability,-76.87090355249673
flesch_reading_ease_SMOG_readability,-4.383529116879746
flesch_reading_ease_type_token_ratio,-0.016247772029342
flesch_reading_ease_hapax_legomena,-12.501958645886074
flesch_reading_ease_num_diff_pos,0.7723137484643179
flesch_reading_ease_num_pos_coord_conj,0.1956396971289845
flesch_reading_ease_num_pos_num,2.6884531039222566
flesch_reading_ease_num_pos_det,-0.17135195442360432
flesch_reading_ease_num_pos_sub_conj,-0.25497172426777753
flesch_reading_ease_num_pos_adj,-16.157674491093356
flesch_reading_ease_num_pos_aux,26.215356433549335
flesch_reading_ease_num_pos_noun,-37.984905161383644
flesch_reading_ease_num_pos_adv,2.9503814715799237
flesch_reading_ease_num_pos_verb,23.113822307100598
flesch_kincaid_grade_level_automated_readability_index,-780.4250279292719
flesch_kincaid_grade_level_LIX_readability,-15.195669653921714
flesch_kincaid_grade_level_dale_chall_readability,-76.87090355249673
flesch_kincaid_grade_level_SMOG_readability,-4.383529116879746
flesch_kincaid_grade_level_type_token_ratio,-0.016247772029342
flesch_kincaid_grade_level_hapax_legomena,-12.501958645886074
flesch_kincaid_grade_level_num_diff_pos,0.7723137484643179
flesch_kincaid_grade_level_num_pos_coord_conj,0.1956396971289845
flesch_kincaid_grade_level_num_pos_num,2.6884531039222566
flesch_kincaid_grade_level_num_pos_det,-0.17135195442360432
flesch_kincaid_grade_level_num_pos_sub_conj,-0.25497172426777753
flesch_kincaid_grade_level_num_pos_adj,-16.157674491093356
flesch_kincaid_grade_level_num_pos_aux,26.215356433549335
flesch_kincaid_grade_level_num_pos_noun,-37.984905161383644
flesch_kincaid_grade_level_num_pos_adv,2.9503814715799237
flesch_kincaid_grade_level_num_pos_verb,23.113822307100598
automated_readability_index_LIX_readability,-0.45300816441155756
automated_readability_index_dale_chall_readability,82.68019411781422
automated_readability_index_SMOG_readability,0.10614034504810954
automated_readability_index_type_token_ratio,-0.045732211073752395
automated_readability_index_hapax_legomena,53.56629104298272
automated_readability_index_num_diff_pos,0.8163398784068908
automated_readability_index_num_pos_coord_conj,0.09094233581135645
automated_readability_index_num_pos_num,-2.567710008509571
automated_readability_index_num_pos_det,-0.19191399309388224
automated_readability_index_num_pos_sub_conj,1.988465694342605
automated_readability_index_num_pos_adj,18.55989121927428
automated_readability_index_num_pos_aux,5.524363381190792
automated_readability_index_num_pos_noun,50.79473096823919
automated_readability_index_num_pos_adv,-2.626624610325514
automated_readability_index_num_pos_verb,33.247981059949026
LIX_readability_dale_chall_readability,0.34386577458401263
LIX_readability_SMOG_readability,1.3309405558896623
LIX_readability_type_token_ratio,0.07406815504182597
LIX_readability_hapax_legomena,25.92188428979498
LIX_readability_num_diff_pos,-0.06215033464063638
LIX_readability_num_pos_coord_conj,-0.04511195029293455
LIX_readability_num_pos_num,0.20481404904978306
LIX_readability_num_pos_det,0.07055436467542192
LIX_readability_num_pos_sub_conj,-0.1395199240189913
LIX_readability_num_pos_adj,3.567752437700867
LIX_readability_num_pos_aux,-7.04810659313518
LIX_readability_num_pos_noun,10.359902589840262
LIX_readability_num_pos_adv,-1.5243728320564474
LIX_readability_num_pos_verb,-9.93410868473512
dale_chall_readability_SMOG_readability,0.055947805890110565
dale_chall_readability_type_token_ratio,0.0024257342760464523
dale_chall_readability_hapax_legomena,10.846384589651763
dale_chall_readability_num_diff_pos,0.11939221485901536
dale_chall_readability_num_pos_coord_conj,0.014652418253888548
dale_chall_readability_num_pos_num,-0.3737281728931584
dale_chall_readability_num_pos_det,-0.06138283207258338
dale_chall_readability_num_pos_sub_conj,0.24164117086785297
dale_chall_readability_num_pos_adj,2.4983569469632037
dale_chall_readability_num_pos_aux,1.3774136644972421
dale_chall_readability_num_pos_noun,6.584704494059624
dale_chall_readability_num_pos_adv,-0.5768759973954338
dale_chall_readability_num_pos_verb,4.612996633132925
SMOG_readability_type_token_ratio,-0.05407070878023809
SMOG_readability_hapax_legomena,47.36882430985016
SMOG_readability_num_diff_pos,0.8389559094666439
SMOG_readability_num_pos_coord_conj,0.174338975465866
SMOG_readability_num_pos_num,1.0853850930970628
SMOG_readability_num_pos_det,0.462681943996473
SMOG_readability_num_pos_sub_conj,1.426422949589321
SMOG_readability_num_pos_adj,16.503619640033165
SMOG_readability_num_pos_aux,8.281898622004913
SMOG_readability_num_pos_noun,36.81575227247205
SMOG_readability_num_pos_adv,14.370065271822757
SMOG_readability_num_pos_verb,33.20125322226514
type_token_ratio_hapax_legomena,-1.1347679747170718
type_token_ratio_num_diff_pos,-0.03412054676218937
type_token_ratio_num_pos_coord_conj,-0.007735016756456231
type_token_ratio_num_pos_num,-0.04199048467451821
type_token_ratio_num_pos_det,-0.017291353230667064
type_token_ratio_num_pos_sub_conj,-0.06415766930862023
type_token_ratio_num_pos_adj,-0.6245470753165683
type_token_ratio_num_pos_aux,-0.46702856494964023
type_token_ratio_num_pos_noun,-1.3857924615656394
type_token_ratio_num_pos_adv,-0.6459823445524051
type_token_ratio_num_pos_verb,-1.6531445568617318
hapax_legomena_num_diff_pos,32.68707736936976
hapax_legomena_num_pos_coord_conj,5.894395970032326
hapax_legomena_num_pos_num,40.81152724478937
hapax_legomena_num_pos_det,13.688297201897155
hapax_legomena_num_pos_sub_conj,48.826150605675366
hapax_legomena_num_pos_adj,577.456031291885
hapax_legomena_num_pos_aux,285.038542664222
hapax_legomena_num_pos_noun,1392.9578264395782
hapax_legomena_num_pos_adv,405.26618353342803
hapax_legomena_num_pos_verb,1163.4952732105974
num_diff_pos_num_pos_coord_conj,0.3383285483549116
num_diff_pos_num_pos_num,1.0489448555482246
num_diff_pos_num_pos_det,0.614158308981064
num_diff_pos_num_pos_sub_conj,1.0953330104993377
num_diff_pos_num_pos_adj,9.366064492501344
num_diff_pos_num_pos_aux,5.9642416968049625
num_diff_pos_num_pos_noun,22.152473641524736
num_diff_pos_num_pos_adv,8.103315919365143
num_diff_pos_num_pos_verb,20.965159077930878
num_pos_coord_conj_num_pos_num,0.14895912336433775
num_pos_coord_conj_num_pos_det,0.05334355093067914
num_pos_coord_conj_num_pos_sub_conj,0.1869614844577785
num_pos_coord_conj_num_pos_adj,1.9606847696980518
num_pos_coord_conj_num_pos_aux,1.4465911918919354
num_pos_coord_conj_num_pos_noun,4.430656934306568
num_pos_coord_conj_num_pos_adv,2.042352236874678
num_pos_coord_conj_num_pos_verb,4.72450310029124
num_pos_num_num_pos_det,0.5361832145389707
num_pos_num_num_pos_sub_conj,1.1035406210313525
num_pos_num_num_pos_adj,13.038019620548411
num_pos_num_num_pos_aux,5.718702279661688
num_pos_num_num_pos_noun,36.4124087591241
num_pos_num_num_pos_adv,11.07108742127634
num_pos_num_num_pos_verb,25.98056092242417
num_pos_det_num_pos_sub_conj,0.4118909754748077
num_pos_det_num_pos_adj,4.983369611063934
num_pos_det_num_pos_aux,2.393560283659965
num_pos_det_num_pos_noun,12.354420113544197
num_pos_det_num_pos_adv,4.123325709585505
num_pos_det_num_pos_verb,10.57536414984363
num_pos_sub_conj_num_pos_adj,17.522618926685453
num_pos_sub_conj_num_pos_aux,11.15721900538857
num_pos_sub_conj_num_pos_noun,37.207218167072185
num_pos_sub_conj_num_pos_adv,16.844707971665564
num_pos_sub_conj_num_pos_verb,39.80291740676854
num_pos_adj_num_pos_aux,104.00967729421717
num_pos_adj_num_pos_noun,454.0202757502027
num_pos_adj_num_pos_adv,156.84972866493024
num_pos_adj_num_pos_verb,410.0884977732015
num_pos_aux_num_pos_noun,220.27737226277372
num_pos_aux_num_pos_adv,101.04463163556184
num_pos_aux_num_pos_verb,285.79297020755075
num_pos_noun_num_pos_adv,325.76561232765613
num_pos_noun_num_pos_verb,939.0681265206815
num_pos_adv_num_pos_verb,358.60048323186413
